airline,source_city,destination_city,departure_time,arrival_time,stops,class,days_before_departure,duration_hours,fare_inr
Air India,Ahmedabad,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,15,1.4,6472
AirAsia India,Mumbai,Delhi,Night (21-00),Early Morning (00-06),2+ stops,Economy,90,5.3,4558
Air India,Hyderabad,Bangalore,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,63,2.6,5394
AirAsia India,Hyderabad,Kolkata,Afternoon (12-18),Evening (18-21),1 stop,Economy,7,3.6,6211
SpiceJet,Ahmedabad,Hyderabad,Night (21-00),Early Morning (00-06),1 stop,Business,78,3.0,6976
SpiceJet,Bangalore,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,80,1.0,4498
SpiceJet,Chennai,Goa,Evening (18-21),Night (21-00),2+ stops,Business,16,4.2,7683
Vistara,Chennai,Bangalore,Night (21-00),Night (21-00),1 stop,Economy,6,2.1,6202
AirAsia India,Kolkata,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,62,1.8,6314
GoFirst,Mumbai,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,30,2.9,6081
Vistara,Bangalore,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,44,0.9,6722
GoFirst,Mumbai,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,44,1.4,4786
AirAsia India,Kolkata,Delhi,Night (21-00),Night (21-00),non-stop,Economy,58,2.0,5505
Vistara,Goa,Hyderabad,Night (21-00),Early Morning (00-06),1 stop,Business,73,3.3,9464
SpiceJet,Goa,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Business,48,3.0,6850
Vistara,Kolkata,Hyderabad,Night (21-00),Early Morning (00-06),non-stop,Economy,47,2.6,8127
GoFirst,Delhi,Pune,Morning (06-12),Afternoon (12-18),2+ stops,Business,56,4.8,10791
Vistara,Mumbai,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,17,2.9,6881
AirAsia India,Bangalore,Delhi,Night (21-00),Night (21-00),non-stop,Economy,6,1.2,5446
Air India,Ahmedabad,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,49,3.1,6598
GoFirst,Bangalore,Hyderabad,Night (21-00),Night (21-00),1 stop,Business,82,2.8,5571
SpiceJet,Kolkata,Chennai,Night (21-00),Night (21-00),non-stop,Economy,38,2.3,5764
GoFirst,Delhi,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,8,0.8,3648
IndiGo,Bangalore,Ahmedabad,Evening (18-21),Night (21-00),2+ stops,Economy,78,4.6,5018
GoFirst,Goa,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,79,1.6,5102
Air India,Mumbai,Hyderabad,Evening (18-21),Night (21-00),2+ stops,Economy,32,4.3,6228
AirAsia India,Bangalore,Pune,Night (21-00),Night (21-00),non-stop,Economy,43,1.1,4646
IndiGo,Jaipur,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,78,0.8,3599
Air India,Bangalore,Chennai,Early Morning (00-06),Early Morning (00-06),2+ stops,Economy,63,3.8,5315
GoFirst,Ahmedabad,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,15,2.5,4020
Air India,Delhi,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,34,2.7,6581
IndiGo,Kolkata,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Business,61,2.7,10369
Air India,Ahmedabad,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,16,2.7,6818
AirAsia India,Hyderabad,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,9,0.9,3925
IndiGo,Goa,Delhi,Evening (18-21),Night (21-00),non-stop,Economy,72,2.7,7232
Air India,Mumbai,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,47,1.5,7004
IndiGo,Chennai,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,10,1.4,6779
Vistara,Hyderabad,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,44,3.0,7670
Air India,Mumbai,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,61,1.7,5275
SpiceJet,Chennai,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,87,1.7,5472
IndiGo,Pune,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,15,2.7,5950
AirAsia India,Jaipur,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,68,1.3,4445
SpiceJet,Pune,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,3,2.7,6116
AirAsia India,Hyderabad,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,61,0.8,4354
Vistara,Jaipur,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,64,3.1,6852
Vistara,Kolkata,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,39,1.8,7913
SpiceJet,Pune,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Business,74,1.4,8691
GoFirst,Hyderabad,Jaipur,Evening (18-21),Evening (18-21),non-stop,Economy,44,1.7,6362
IndiGo,Jaipur,Delhi,Night (21-00),Night (21-00),non-stop,Economy,80,0.8,4158
Vistara,Bangalore,Goa,Evening (18-21),Evening (18-21),1 stop,Economy,81,2.1,6873
Vistara,Delhi,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,56,1.4,7840
Vistara,Goa,Hyderabad,Night (21-00),Early Morning (00-06),1 stop,Economy,57,3.2,6923
Air India,Jaipur,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,21,2.9,7872
Vistara,Hyderabad,Pune,Morning (06-12),Morning (06-12),2+ stops,Economy,39,3.8,6750
GoFirst,Hyderabad,Bangalore,Evening (18-21),Evening (18-21),1 stop,Business,87,2.3,6365
Air India,Ahmedabad,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,70,1.2,5868
Vistara,Mumbai,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,25,3.0,7358
Vistara,Delhi,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,68,3.0,7651
IndiGo,Hyderabad,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Business,84,2.6,6786
Air India,Kolkata,Pune,Evening (18-21),Night (21-00),non-stop,Economy,1,2.2,10237
GoFirst,Goa,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,3,1.4,5668
AirAsia India,Bangalore,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Economy,52,3.1,4426
SpiceJet,Ahmedabad,Jaipur,Night (21-00),Early Morning (00-06),2+ stops,Economy,15,4.1,3979
Vistara,Mumbai,Delhi,Night (21-00),Early Morning (00-06),non-stop,Business,34,2.1,12349
IndiGo,Chennai,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Business,32,0.8,5608
SpiceJet,Kolkata,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,33,2.9,5549
Air India,Pune,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,16,2.6,7500
SpiceJet,Kolkata,Delhi,Night (21-00),Early Morning (00-06),1 stop,Economy,45,3.4,5421
SpiceJet,Ahmedabad,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,57,1.6,5563
Air India,Hyderabad,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,27,1.8,8886
Vistara,Chennai,Goa,Night (21-00),Night (21-00),non-stop,Economy,36,1.4,7344
GoFirst,Delhi,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Business,50,2.5,14800
SpiceJet,Delhi,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,34,1.8,6295
Vistara,Chennai,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,62,2.6,7647
GoFirst,Ahmedabad,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,19,1.2,4846
AirAsia India,Mumbai,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,34,1.3,6067
IndiGo,Delhi,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,68,4.3,7430
Vistara,Bangalore,Chennai,Morning (06-12),Morning (06-12),non-stop,Business,53,0.8,7871
Air India,Delhi,Pune,Afternoon (12-18),Evening (18-21),1 stop,Economy,53,3.6,7778
SpiceJet,Hyderabad,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,63,2.8,4540
IndiGo,Kolkata,Bangalore,Evening (18-21),Night (21-00),1 stop,Economy,86,4.2,6827
Vistara,Hyderabad,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Business,80,3.7,10633
AirAsia India,Mumbai,Goa,Evening (18-21),Night (21-00),1 stop,Economy,43,2.8,4592
SpiceJet,Delhi,Bangalore,Evening (18-21),Night (21-00),2+ stops,Business,69,4.4,7343
Vistara,Chennai,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,20,1.9,8658
GoFirst,Ahmedabad,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,73,3.1,4996
SpiceJet,Goa,Mumbai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,40,4.3,5046
Air India,Ahmedabad,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,61,3.1,6611
Vistara,Pune,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Economy,71,3.0,6786
Air India,Mumbai,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,7,3.1,8050
GoFirst,Jaipur,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Business,79,2.0,7396
SpiceJet,Hyderabad,Bangalore,Early Morning (00-06),Early Morning (00-06),2+ stops,Economy,32,3.7,4120
AirAsia India,Kolkata,Jaipur,Early Morning (00-06),Morning (06-12),2+ stops,Economy,32,4.4,4396
AirAsia India,Goa,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,44,2.9,5157
IndiGo,Mumbai,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,77,3.3,5883
IndiGo,Pune,Delhi,Early Morning (00-06),Morning (06-12),2+ stops,Economy,34,4.7,5726
SpiceJet,Jaipur,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,3,2.0,5270
Air India,Ahmedabad,Chennai,Night (21-00),Night (21-00),non-stop,Economy,19,1.6,6950
AirAsia India,Chennai,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,48,4.0,6678
SpiceJet,Chennai,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,53,3.1,5497
IndiGo,Ahmedabad,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,24,2.4,4870
GoFirst,Hyderabad,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,52,0.8,4651
SpiceJet,Ahmedabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,35,3.0,5621
AirAsia India,Chennai,Hyderabad,Night (21-00),Night (21-00),1 stop,Business,69,2.3,5667
Vistara,Chennai,Jaipur,Evening (18-21),Early Morning (00-06),2+ stops,Economy,49,5.4,8372
Air India,Mumbai,Goa,Evening (18-21),Night (21-00),1 stop,Economy,66,3.1,6693
GoFirst,Chennai,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,20,0.9,5947
GoFirst,Pune,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,4,2.5,7946
AirAsia India,Pune,Jaipur,Morning (06-12),Afternoon (12-18),2+ stops,Economy,84,4.4,4693
Air India,Bangalore,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Business,69,2.7,12458
IndiGo,Kolkata,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,23,1.4,5121
AirAsia India,Kolkata,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,75,3.3,5163
Air India,Kolkata,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,1,4.2,11412
Vistara,Bangalore,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,39,1.4,8471
SpiceJet,Hyderabad,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,40,3.5,5296
Air India,Hyderabad,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,27,1.5,7190
GoFirst,Bangalore,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Business,18,2.7,8925
AirAsia India,Pune,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,39,2.0,6926
Vistara,Hyderabad,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,54,2.1,9016
AirAsia India,Mumbai,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,33,3.3,5611
AirAsia India,Jaipur,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Business,82,1.4,8656
SpiceJet,Goa,Delhi,Evening (18-21),Night (21-00),non-stop,Economy,18,2.6,7554
Vistara,Mumbai,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,84,1.5,9464
Air India,Goa,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,75,2.0,10806
SpiceJet,Pune,Jaipur,Morning (06-12),Afternoon (12-18),2+ stops,Economy,83,4.3,5336
Air India,Kolkata,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,38,2.4,7165
Air India,Delhi,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,12,1.2,7494
IndiGo,Bangalore,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,17,2.8,6615
GoFirst,Pune,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,66,1.4,5112
Air India,Goa,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,44,3.0,7623
AirAsia India,Chennai,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,56,1.1,3661
IndiGo,Goa,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,8,2.5,5026
AirAsia India,Bangalore,Kolkata,Morning (06-12),Morning (06-12),non-stop,Business,1,2.8,24049
Vistara,Jaipur,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,49,2.9,7245
GoFirst,Goa,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,81,1.2,5033
Vistara,Delhi,Ahmedabad,Morning (06-12),Afternoon (12-18),2+ stops,Business,73,4.2,10353
Air India,Goa,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,70,2.7,7366
SpiceJet,Delhi,Jaipur,Evening (18-21),Evening (18-21),non-stop,Economy,62,0.8,3692
SpiceJet,Hyderabad,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Business,78,3.7,8715
Air India,Ahmedabad,Hyderabad,Morning (06-12),Afternoon (12-18),2+ stops,Economy,80,4.4,6691
IndiGo,Bangalore,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,33,2.6,5017
AirAsia India,Hyderabad,Ahmedabad,Evening (18-21),Night (21-00),2+ stops,Economy,79,4.4,4502
Vistara,Delhi,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,72,1.8,8993
IndiGo,Chennai,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,71,1.2,7145
SpiceJet,Mumbai,Hyderabad,Evening (18-21),Night (21-00),1 stop,Business,4,3.2,9960
AirAsia India,Kolkata,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,67,2.1,5574
Vistara,Ahmedabad,Chennai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,44,2.9,7033
IndiGo,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Business,7,1.9,12309
GoFirst,Chennai,Bangalore,Night (21-00),Night (21-00),1 stop,Business,82,2.1,4595
Air India,Kolkata,Jaipur,Evening (18-21),Evening (18-21),non-stop,Economy,87,1.4,7318
Air India,Kolkata,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,39,2.1,7740
IndiGo,Delhi,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,41,1.4,5090
IndiGo,Goa,Mumbai,Evening (18-21),Evening (18-21),non-stop,Economy,10,1.4,6096
AirAsia India,Jaipur,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,15,1.8,6010
IndiGo,Ahmedabad,Chennai,Night (21-00),Night (21-00),non-stop,Economy,48,1.5,5374
AirAsia India,Hyderabad,Bangalore,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,34,2.3,4319
AirAsia India,Mumbai,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Business,20,1.5,7722
SpiceJet,Delhi,Goa,Morning (06-12),Afternoon (12-18),2+ stops,Business,61,6.0,12542
GoFirst,Mumbai,Delhi,Afternoon (12-18),Evening (18-21),1 stop,Economy,36,3.4,5921
Air India,Chennai,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,83,0.8,5716
Vistara,Mumbai,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Business,49,2.1,14396
GoFirst,Chennai,Goa,Night (21-00),Night (21-00),non-stop,Economy,10,1.8,4927
Air India,Ahmedabad,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,89,0.8,6606
Air India,Kolkata,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,13,1.9,9054
Air India,Delhi,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,38,3.2,7996
AirAsia India,Delhi,Bangalore,Afternoon (12-18),Evening (18-21),2+ stops,Business,56,4.7,7749
AirAsia India,Goa,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,84,1.1,4347
GoFirst,Mumbai,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,15,2.9,5053
Air India,Pune,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,16,2.4,9428
Air India,Bangalore,Goa,Night (21-00),Night (21-00),1 stop,Economy,84,2.2,5862
Vistara,Mumbai,Goa,Evening (18-21),Night (21-00),1 stop,Business,43,3.0,10617
AirAsia India,Pune,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,30,2.2,5645
SpiceJet,Pune,Chennai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,54,4.6,5002
SpiceJet,Chennai,Hyderabad,Night (21-00),Night (21-00),1 stop,Economy,21,2.2,4280
Vistara,Chennai,Goa,Night (21-00),Night (21-00),non-stop,Economy,77,1.1,6913
GoFirst,Hyderabad,Chennai,Night (21-00),Night (21-00),non-stop,Economy,32,0.8,4105
GoFirst,Chennai,Goa,Night (21-00),Early Morning (00-06),1 stop,Business,72,3.0,6281
GoFirst,Hyderabad,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,11,2.5,4601
AirAsia India,Pune,Chennai,Early Morning (00-06),Morning (06-12),2+ stops,Economy,52,4.6,4754
IndiGo,Kolkata,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,19,2.7,5392
SpiceJet,Ahmedabad,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,9,1.6,6131
AirAsia India,Bangalore,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,24,0.8,4176
SpiceJet,Goa,Mumbai,Morning (06-12),Morning (06-12),1 stop,Economy,48,3.1,5697
IndiGo,Ahmedabad,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,42,3.1,4925
IndiGo,Delhi,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,8,1.6,6533
IndiGo,Ahmedabad,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,73,1.6,5162
IndiGo,Hyderabad,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,73,2.2,5742
GoFirst,Kolkata,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,43,2.5,8549
IndiGo,Ahmedabad,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,2,2.8,5583
AirAsia India,Delhi,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,26,1.6,6473
GoFirst,Delhi,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,10,1.3,6014
SpiceJet,Pune,Jaipur,Night (21-00),Early Morning (00-06),1 stop,Economy,84,2.9,4307
GoFirst,Mumbai,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,12,0.8,3648
GoFirst,Chennai,Bangalore,Night (21-00),Night (21-00),non-stop,Economy,22,0.8,3988
AirAsia India,Bangalore,Pune,Evening (18-21),Night (21-00),2+ stops,Economy,9,4.4,4791
AirAsia India,Hyderabad,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,16,1.9,6114
Air India,Mumbai,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,59,1.1,7513
AirAsia India,Pune,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,15,3.6,5300
Vistara,Jaipur,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,17,2.6,7517
SpiceJet,Ahmedabad,Bangalore,Morning (06-12),Afternoon (12-18),2+ stops,Business,66,4.4,7967
IndiGo,Goa,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,40,4.1,6167
IndiGo,Jaipur,Delhi,Evening (18-21),Evening (18-21),1 stop,Economy,17,2.1,4346
GoFirst,Ahmedabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,69,1.7,4812
SpiceJet,Hyderabad,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Business,17,1.6,8700
AirAsia India,Kolkata,Mumbai,Morning (06-12),Morning (06-12),non-stop,Business,23,1.3,10577
AirAsia India,Chennai,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,17,0.8,4484
AirAsia India,Delhi,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,77,3.9,4851
SpiceJet,Goa,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,58,1.5,4835
GoFirst,Kolkata,Pune,Afternoon (12-18),Evening (18-21),1 stop,Economy,87,3.8,6161
GoFirst,Bangalore,Chennai,Night (21-00),Early Morning (00-06),2+ stops,Economy,6,3.2,3836
IndiGo,Hyderabad,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,52,1.3,6016
Vistara,Bangalore,Pune,Night (21-00),Night (21-00),non-stop,Economy,67,1.3,6662
SpiceJet,Bangalore,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,48,3.0,5100
GoFirst,Mumbai,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Business,3,1.7,15405
AirAsia India,Pune,Delhi,Morning (06-12),Morning (06-12),non-stop,Business,53,1.9,13784
Vistara,Ahmedabad,Chennai,Night (21-00),Night (21-00),non-stop,Economy,27,1.6,7380
IndiGo,Delhi,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Economy,34,5.0,5208
Air India,Jaipur,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,9,1.5,7985
SpiceJet,Delhi,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,50,1.9,7220
Vistara,Goa,Chennai,Night (21-00),Night (21-00),non-stop,Business,74,1.6,10070
IndiGo,Goa,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Business,10,3.4,9847
Air India,Bangalore,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,47,1.1,6423
GoFirst,Mumbai,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,84,1.4,5455
IndiGo,Jaipur,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,86,1.7,5515
Vistara,Goa,Ahmedabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,76,4.4,6545
GoFirst,Mumbai,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,21,2.8,4819
Air India,Ahmedabad,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,79,2.8,7241
AirAsia India,Mumbai,Ahmedabad,Afternoon (12-18),Evening (18-21),2+ stops,Business,49,4.6,7627
AirAsia India,Chennai,Pune,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,30,3.1,4404
AirAsia India,Jaipur,Kolkata,Evening (18-21),Night (21-00),2+ stops,Economy,52,4.3,4625
SpiceJet,Delhi,Chennai,Early Morning (00-06),Morning (06-12),2+ stops,Economy,4,4.4,5044
IndiGo,Pune,Mumbai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,62,3.3,3466
GoFirst,Bangalore,Chennai,Night (21-00),Night (21-00),non-stop,Economy,19,0.8,3584
Air India,Mumbai,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,44,3.0,6838
IndiGo,Pune,Chennai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,9,3.2,5148
GoFirst,Hyderabad,Mumbai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,9,3.3,4587
IndiGo,Mumbai,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,61,1.6,3839
Vistara,Pune,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,63,0.9,6252
IndiGo,Goa,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,31,2.9,5805
IndiGo,Ahmedabad,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,31,1.4,5371
Vistara,Goa,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,48,2.2,7070
Air India,Kolkata,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,20,2.3,7154
Vistara,Mumbai,Bangalore,Evening (18-21),Evening (18-21),non-stop,Economy,32,1.7,8118
AirAsia India,Bangalore,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,3,0.8,4320
Air India,Hyderabad,Goa,Evening (18-21),Night (21-00),1 stop,Economy,55,2.9,6928
Air India,Jaipur,Delhi,Evening (18-21),Evening (18-21),non-stop,Economy,23,0.8,5311
Air India,Mumbai,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Business,19,4.3,8960
Vistara,Mumbai,Goa,Early Morning (00-06),Morning (06-12),2+ stops,Economy,44,4.4,6901
Vistara,Hyderabad,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,26,1.7,8079
SpiceJet,Bangalore,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,5,2.9,7296
GoFirst,Kolkata,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,5,2.3,6609
SpiceJet,Kolkata,Goa,Evening (18-21),Night (21-00),1 stop,Economy,16,2.9,5139
SpiceJet,Bangalore,Kolkata,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,38,2.7,5705
SpiceJet,Hyderabad,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Business,90,0.9,6181
Vistara,Goa,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,83,2.7,7795
Air India,Goa,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,68,1.1,7547
Air India,Pune,Hyderabad,Night (21-00),Night (21-00),non-stop,Business,9,0.8,7841
IndiGo,Delhi,Chennai,Morning (06-12),Morning (06-12),1 stop,Business,61,3.1,9676
SpiceJet,Pune,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,7,2.3,7104
SpiceJet,Mumbai,Pune,Evening (18-21),Evening (18-21),1 stop,Economy,50,1.6,3767
Air India,Jaipur,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,10,3.1,7304
IndiGo,Ahmedabad,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,13,2.7,5280
Vistara,Chennai,Hyderabad,Night (21-00),Early Morning (00-06),2+ stops,Business,24,4.2,7839
Air India,Mumbai,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,58,3.1,6940
Air India,Chennai,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,61,1.2,6108
Vistara,Hyderabad,Mumbai,Night (21-00),Early Morning (00-06),2+ stops,Economy,85,4.5,6424
